Nº DE INSCRICIÓN; TIPO ENTIDADE; NOME; ENDEREZO; CÓD. POSTAL; CÓDIGO DE PROVINCIA; PROVINCIA; CÓDIGO DE CONCELLO; CONCELLO; TELÉFONO; DATA DE ALTA; TIPO_MODALIDADE; MODALIDADE; TIPO_ESPECIALIDADE; ESPECIALIDADE
C-00883;CLUBE DEPORTIVO;A. D. CULTURAL CELTICA PARROQUIA DE SAN JOSE;VIGIA, S/N;15002;15;A CORUÑA;15030;CORUÑA, A;981.203366;10/07/1986;24;FÚTBOL;0;;
C-00883;CLUBE DEPORTIVO;A. D. CULTURAL CELTICA PARROQUIA DE SAN JOSE;VIGIA, S/N;15002;15;A CORUÑA;15030;CORUÑA, A;981.203366;10/07/1986;5;BALONCESTO;0;;
C-00883;CLUBE DEPORTIVO;A. D. CULTURAL CELTICA PARROQUIA DE SAN JOSE;VIGIA, S/N;15002;15;A CORUÑA;15030;CORUÑA, A;981.203366;10/07/1986;25;FÚTBOL SALA;0;;
C-05216;CLUBE DEPORTIVO;A. D. DE TRASPLANTADOS DE GALICIA;LINARES RIVAS, 28-32-7º;15005;15;A CORUÑA;15030;CORUÑA, A;;25/10/1996;0;DEPORTE EN XERAL OU NO INDICADO;77;POLIDEPORTIVA;
C-00707;CLUBE DEPORTIVO;A. D. DORNA;RONDA DE NELLE, 30;;15;A CORUÑA;15030;CORUÑA, A;;02/12/1985;0;DEPORTE EN XERAL OU NO INDICADO;64;MODELISMO NAVAL;
C-05083;CLUBE DEPORTIVO;A. D. E CULTURAL ESCALINATA DE SANTA LUCIA;CASTIÑEIRAS DE ABAJO, 22-BAJO;15006;15;A CORUÑA;15030;CORUÑA, A;230733;11/06/1996;0;DEPORTE EN XERAL OU NO INDICADO;77;POLIDEPORTIVA;
C-00060;CLUBE DEPORTIVO;A. D. EIRIS A.P.A.;EIRIS DE ARRIBA 13;;15;A CORUÑA;15030;CORUÑA, A;;25/11/1983;5;BALONCESTO;0;;
C-00023;CLUBE DEPORTIVO;A. D. ESCOLAR PEÑARREDONDA;R/ GINEBRA, 3;15009;15;A CORUÑA;15030;CORUÑA, A;981286277;08/11/1983;2;ATLETISMO;0;;
C-00023;CLUBE DEPORTIVO;A. D. ESCOLAR PEÑARREDONDA;R/ GINEBRA, 3;15009;15;A CORUÑA;15030;CORUÑA, A;981286277;08/11/1983;5;BALONCESTO;0;;
C-00023;CLUBE DEPORTIVO;A. D. ESCOLAR PEÑARREDONDA;R/ GINEBRA, 3;15009;15;A CORUÑA;15030;CORUÑA, A;981286277;08/11/1983;24;FÚTBOL;0;;
C-00023;CLUBE DEPORTIVO;A. D. ESCOLAR PEÑARREDONDA;R/ GINEBRA, 3;15009;15;A CORUÑA;15030;CORUÑA, A;981286277;08/11/1983;25;FÚTBOL SALA;0;;
C-00023;CLUBE DEPORTIVO;A. D. ESCOLAR PEÑARREDONDA;R/ GINEBRA, 3;15009;15;A CORUÑA;15030;CORUÑA, A;981286277;08/11/1983;29;JUDO E D.A.;0;;
C-00023;CLUBE DEPORTIVO;A. D. ESCOLAR PEÑARREDONDA;R/ GINEBRA, 3;15009;15;A CORUÑA;15030;CORUÑA, A;981286277;08/11/1983;48;TENIS;0;;
C-00682;CLUBE DEPORTIVO;A. D. FRANCISCANOS-CORUÑA;AVDA. CALVO SOTELO, 41;15004;15;A CORUÑA;15030;CORUÑA, A;981262606;15/11/1985;2;ATLETISMO;0;;
C-00682;CLUBE DEPORTIVO;A. D. FRANCISCANOS-CORUÑA;AVDA. CALVO SOTELO, 41;15004;15;A CORUÑA;15030;CORUÑA, A;981262606;15/11/1985;5;BALONCESTO;0;;
C-00682;CLUBE DEPORTIVO;A. D. FRANCISCANOS-CORUÑA;AVDA. CALVO SOTELO, 41;15004;15;A CORUÑA;15030;CORUÑA, A;981262606;15/11/1985;25;FÚTBOL SALA;0;;
C-00682;CLUBE DEPORTIVO;A. D. FRANCISCANOS-CORUÑA;AVDA. CALVO SOTELO, 41;15004;15;A CORUÑA;15030;CORUÑA, A;981262606;15/11/1985;54;VOLEIBOL;0;;
C-00927;CLUBE DEPORTIVO;A. D. FRANCISCO RODRIGUEZ OTERO;RONDA DE OUTEIRO, 423 - 5ª B;15011;15;A CORUÑA;15030;CORUÑA, A;664417723;17/10/1986;5;BALONCESTO;0;;
C-00082;CLUBE DEPORTIVO;A. D. FREIXAS;PALOMAR, 30- BAJO;;15;A CORUÑA;15030;CORUÑA, A;;28/11/1983;22;ESPELEOLOXÍA;0;;
C-00082;CLUBE DEPORTIVO;A. D. FREIXAS;PALOMAR, 30- BAJO;;15;A CORUÑA;15030;CORUÑA, A;;28/11/1983;33;MONTAÑISMO;193;MARCHA;
C-00256;CLUBE DEPORTIVO;A. D. HOGUERAS DE SAN JUAN;FERNANDO MACIAS, 29-3º;;15;A CORUÑA;15030;CORUÑA, A;;11/05/1984;5;BALONCESTO;0;;
C-00256;CLUBE DEPORTIVO;A. D. HOGUERAS DE SAN JUAN;FERNANDO MACIAS, 29-3º;;15;A CORUÑA;15030;CORUÑA, A;;11/05/1984;6;BALONMÁN;0;;
C-00256;CLUBE DEPORTIVO;A. D. HOGUERAS DE SAN JUAN;FERNANDO MACIAS, 29-3º;;15;A CORUÑA;15030;CORUÑA, A;;11/05/1984;54;VOLEIBOL;0;;
C-00256;CLUBE DEPORTIVO;A. D. HOGUERAS DE SAN JUAN;FERNANDO MACIAS, 29-3º;;15;A CORUÑA;15030;CORUÑA, A;;11/05/1984;56;XIMNASIA;0;;
C-00985;CLUBE DEPORTIVO;A. D. INSTITUTO DE MONELOS;INSTITUTO BACHILLERATO MONELOS (MONTES, 62);;15;A CORUÑA;15030;CORUÑA, A;;20/01/1987;4;BÁDMINTON;0;;
C-04592;CLUBE DEPORTIVO;A. D. KARBO;RAMON CABANILLAS, 2-1º;15007;15;A CORUÑA;15030;CORUÑA, A;981-236179;14/02/1995;29;JUDO E D.A.;0;;
C-01132;CLUBE DEPORTIVO;A. D. LEOCADIA;FRANCISCO TETTAMANCY, 4-BAJO;15007;15;A CORUÑA;15030;CORUÑA, A;981-231090;26/05/1987;24;FÚTBOL;0;;
C-01619;CLUBE DEPORTIVO;A. D. LICEO;R/ SEBASTIÁN MARTÍNEZ RISCO, 12;15009;15;A CORUÑA;15030;CORUÑA, A;981286122;14/09/1988;5;BALONCESTO;0;;
C-01619;CLUBE DEPORTIVO;A. D. LICEO;R/ SEBASTIÁN MARTÍNEZ RISCO, 12;15009;15;A CORUÑA;15030;CORUÑA, A;981286122;14/09/1988;6;BALONMÁN;0;;
C-01619;CLUBE DEPORTIVO;A. D. LICEO;R/ SEBASTIÁN MARTÍNEZ RISCO, 12;15009;15;A CORUÑA;15030;CORUÑA, A;981286122;14/09/1988;25;FÚTBOL SALA;0;;
C-01619;CLUBE DEPORTIVO;A. D. LICEO;R/ SEBASTIÁN MARTÍNEZ RISCO, 12;15009;15;A CORUÑA;15030;CORUÑA, A;981286122;14/09/1988;29;JUDO E D.A.;0;;
C-01619;CLUBE DEPORTIVO;A. D. LICEO;R/ SEBASTIÁN MARTÍNEZ RISCO, 12;15009;15;A CORUÑA;15030;CORUÑA, A;981286122;14/09/1988;37;PATINAXE;204;PATINAXE ARTISTICO;
C-01619;CLUBE DEPORTIVO;A. D. LICEO;R/ SEBASTIÁN MARTÍNEZ RISCO, 12;15009;15;A CORUÑA;15030;CORUÑA, A;981286122;14/09/1988;54;VOLEIBOL;0;;
C-01619;CLUBE DEPORTIVO;A. D. LICEO;R/ SEBASTIÁN MARTÍNEZ RISCO, 12;15009;15;A CORUÑA;15030;CORUÑA, A;981286122;14/09/1988;55;XADREZ;0;;
C-00701;CLUBE DEPORTIVO;A. D. LICEO DE ARTESANOS DE MONELOS;RÚA JUAN NEIRA 6;15009;15;A CORUÑA;15030;CORUÑA, A;881924185;02/12/1985;24;FÚTBOL;0;;
C-00932;CLUBE DEPORTIVO;A. D. MANUEL MURGUIA;COLEGIO MANUEL MURGUIA;15141;15;A CORUÑA;15030;CORUÑA, A;;27/10/1986;0;DEPORTE EN XERAL OU NO INDICADO;0;;
C-05057;CLUBE DEPORTIVO;A. D. MARATHON;SAN VICENTE, 17, 2ºE;15007;15;A CORUÑA;15030;CORUÑA, A;981239192;24/05/1996;2;ATLETISMO;0;;
C-05057;CLUBE DEPORTIVO;A. D. MARATHON;SAN VICENTE, 17, 2ºE;15007;15;A CORUÑA;15030;CORUÑA, A;981239192;24/05/1996;13;CICLISMO;0;;
C-05057;CLUBE DEPORTIVO;A. D. MARATHON;SAN VICENTE, 17, 2ºE;15007;15;A CORUÑA;15030;CORUÑA, A;981239192;24/05/1996;36;NATACION;0;;
C-05057;CLUBE DEPORTIVO;A. D. MARATHON;SAN VICENTE, 17, 2ºE;15007;15;A CORUÑA;15030;CORUÑA, A;981239192;24/05/1996;37;PATINAXE;0;;
C-04123;CLUBE DEPORTIVO;A. D. MARIA BARBEITO;ALCALDE SALORIO SUAREZ, 28;15010;15;A CORUÑA;15030;CORUÑA, A;981-262612;13/12/1993;29;JUDO E D.A.;177;AIKIDO;
C-04123;CLUBE DEPORTIVO;A. D. MARIA BARBEITO;ALCALDE SALORIO SUAREZ, 28;15010;15;A CORUÑA;15030;CORUÑA, A;981-262612;13/12/1993;25;FÚTBOL SALA;0;;
C-04123;CLUBE DEPORTIVO;A. D. MARIA BARBEITO;ALCALDE SALORIO SUAREZ, 28;15010;15;A CORUÑA;15030;CORUÑA, A;981-262612;13/12/1993;5;BALONCESTO;0;;
C-04123;CLUBE DEPORTIVO;A. D. MARIA BARBEITO;ALCALDE SALORIO SUAREZ, 28;15010;15;A CORUÑA;15030;CORUÑA, A;981-262612;13/12/1993;37;PATINAXE;0;;
C-00964;CLUBE DEPORTIVO;A. D. MARIA PITA;CAMILO JOSE CELA, 2-COLEGIO PUBLICO MARIA PITA;15008;15;A CORUÑA;15030;CORUÑA, A;981918297;10/12/1986;25;FÚTBOL SALA;0;;
C-00881;CLUBE DEPORTIVO;A. D. MIODELO;MARCIAL DEL ADALID, 8-8º IZDA.;;15;A CORUÑA;15030;CORUÑA, A;981.229716;10/07/1986;6;BALONMÁN;0;;
C-00881;CLUBE DEPORTIVO;A. D. MIODELO;MARCIAL DEL ADALID, 8-8º IZDA.;;15;A CORUÑA;15030;CORUÑA, A;981.229716;10/07/1986;33;MONTAÑISMO;0;;
C-00024;CLUBE DEPORTIVO;A. D. MONELOS;CAMINO DE LA IGLESIA, S/N, BARRIO DE MONELOS;;15;A CORUÑA;15030;CORUÑA, A;981-286800;08/11/1983;6;BALONMÁN;0;;
C-00463;CLUBE DEPORTIVO;A. D. OS MALLOS;AVDA. DOS MALLOS 80, BAJO "BAR OS MALLOS";15007;15;A CORUÑA;15030;CORUÑA, A;981-247995;25/01/1985;25;FÚTBOL SALA;0;;
C-01203;CLUBE DEPORTIVO;A. D. PEÑA DA CHAVE SAN CRISTOBAL;BIRLOQUE, 14.BUNGALOW PEÑA DA CHAVE SAN CRISTOBAL;15008;15;A CORUÑA;15030;CORUÑA, A;981284036;06/10/1987;12;CHAVE;0;;
C-00605;CLUBE DEPORTIVO;A. D. PEÑA LICEISTA AGRA DEL ORZAN;BARCELONA, 64;;15;A CORUÑA;15030;CORUÑA, A;;08/07/1985;25;FÚTBOL SALA;0;;
C-00641;CLUBE DEPORTIVO;A. D. PISON;CUESTA DE LA PALLOZA, 1-15º I;;15;A CORUÑA;15030;CORUÑA, A;981.291419;20/09/1985;5;BALONCESTO;0;;
C-01135;CLUBE DEPORTIVO;A. D. POSTAL Y TELEGRAFICA;AVDA. DE LA MARINA, S/N (EDIF. PRINCIPAL DE CORREOS);;15;A CORUÑA;15030;CORUÑA, A;;26/05/1987;25;FÚTBOL SALA;0;;
C-00520;CLUBE DEPORTIVO;A. D. RAMON DE LA SAGRA;RONDA CAMILO JOSE CELA 4;;15;A CORUÑA;15030;CORUÑA, A;;01/04/1985;54;VOLEIBOL;0;;
C-00520;CLUBE DEPORTIVO;A. D. RAMON DE LA SAGRA;RONDA CAMILO JOSE CELA 4;;15;A CORUÑA;15030;CORUÑA, A;;01/04/1985;56;XIMNASIA;0;;
C-00520;CLUBE DEPORTIVO;A. D. RAMON DE LA SAGRA;RONDA CAMILO JOSE CELA 4;;15;A CORUÑA;15030;CORUÑA, A;;01/04/1985;25;FÚTBOL SALA;0;;
C-00520;CLUBE DEPORTIVO;A. D. RAMON DE LA SAGRA;RONDA CAMILO JOSE CELA 4;;15;A CORUÑA;15030;CORUÑA, A;;01/04/1985;5;BALONCESTO;0;;
C-00520;CLUBE DEPORTIVO;A. D. RAMON DE LA SAGRA;RONDA CAMILO JOSE CELA 4;;15;A CORUÑA;15030;CORUÑA, A;;01/04/1985;57;XOQUEI;0;;
C-00397;CLUBE DEPORTIVO;A. D. REY GERION;COSTA RICA 2-SOTANO D;15004;15;A CORUÑA;15030;CORUÑA, A;658458105;16/11/1984;0;DEPORTE EN XERAL OU NO INDICADO;3;ACTIVIDADES NAUTICAS;
C-00397;CLUBE DEPORTIVO;A. D. REY GERION;COSTA RICA 2-SOTANO D;15004;15;A CORUÑA;15030;CORUÑA, A;658458105;16/11/1984;2;ATLETISMO;0;;
C-00397;CLUBE DEPORTIVO;A. D. REY GERION;COSTA RICA 2-SOTANO D;15004;15;A CORUÑA;15030;CORUÑA, A;658458105;16/11/1984;22;ESPELEOLOXÍA;0;;
C-00397;CLUBE DEPORTIVO;A. D. REY GERION;COSTA RICA 2-SOTANO D;15004;15;A CORUÑA;15030;CORUÑA, A;658458105;16/11/1984;28;HÍPICA;0;;
C-00397;CLUBE DEPORTIVO;A. D. REY GERION;COSTA RICA 2-SOTANO D;15004;15;A CORUÑA;15030;CORUÑA, A;658458105;16/11/1984;33;MONTAÑISMO;191;ACAMPADA;
C-00397;CLUBE DEPORTIVO;A. D. REY GERION;COSTA RICA 2-SOTANO D;15004;15;A CORUÑA;15030;CORUÑA, A;658458105;16/11/1984;33;MONTAÑISMO;195;SENDERISMO;
C-00397;CLUBE DEPORTIVO;A. D. REY GERION;COSTA RICA 2-SOTANO D;15004;15;A CORUÑA;15030;CORUÑA, A;658458105;16/11/1984;42;PIRAGÜISMO;0;;
C-02666;CLUBE DEPORTIVO;A. D. S. PALAESTRA;SINFORIANO LOPEZ, 1-1ºD;;15;A CORUÑA;15030;CORUÑA, A;981-248926;15/05/1990;0;DEPORTE EN XERAL OU NO INDICADO;92;STICKBALL;
C-02666;CLUBE DEPORTIVO;A. D. S. PALAESTRA;SINFORIANO LOPEZ, 1-1ºD;;15;A CORUÑA;15030;CORUÑA, A;981-248926;15/05/1990;7;BEÍSBOL;119;SOFTBOL;
C-05886;CLUBE DEPORTIVO;A. D. SAL LENCE KUNG-FU;RONDA DE NELLE, 116 - 7º;15010;15;A CORUÑA;15030;CORUÑA, A;140183;21/07/1998;31;KUNG-FÚ;0;;
C-00454;CLUBE DEPORTIVO;A. D. SANTA BARBARA;PALAVEA S/N;15009;15;A CORUÑA;15030;CORUÑA, A;981132030;25/01/1985;6;BALONMÁN;0;;
C-00454;CLUBE DEPORTIVO;A. D. SANTA BARBARA;PALAVEA S/N;15009;15;A CORUÑA;15030;CORUÑA, A;981132030;25/01/1985;25;FÚTBOL SALA;0;;
C-00454;CLUBE DEPORTIVO;A. D. SANTA BARBARA;PALAVEA S/N;15009;15;A CORUÑA;15030;CORUÑA, A;981132030;25/01/1985;49;TENIS DE MESA;0;;
C-01178;CLUBE DEPORTIVO;A. D. SANTO ANGEL;LONZAS, S/N;;15;A CORUÑA;15030;CORUÑA, A;;16/09/1987;25;FÚTBOL SALA;0;;
C-00029;CLUBE DEPORTIVO;A. D. WALIA;WENCESLAO FERNANDEZ FLOREZ, 4-2º;;15;A CORUÑA;15030;CORUÑA, A;981-267532;08/11/1983;24;FÚTBOL;0;;
C-01679;CLUBE DEPORTIVO;A. D. WIRTZ;CABALLEROS, Nº1;15006;15;A CORUÑA;15030;CORUÑA, A;;18/11/1988;25;FÚTBOL SALA;0;;
C-01679;CLUBE DEPORTIVO;A. D. WIRTZ;CABALLEROS, Nº1;15006;15;A CORUÑA;15030;CORUÑA, A;;18/11/1988;54;VOLEIBOL;0;;
C-05006;CLUBE DEPORTIVO;A. D. XENTE NOVA DE PALAVEA;PALAVEA-BQU.5-PUERTA 150;15170;15;A CORUÑA;15030;CORUÑA, A;219195;09/06/1996;32;LOITA;0;;
C-00220;CLUBE DEPORTIVO;A. D. XUNTANZA MONTE ALTO;SANTO TOMAS, 58, D.P. 2;15002;15;A CORUÑA;15030;CORUÑA, A;;02/04/1984;9;BOLOS;0;;
C-00220;CLUBE DEPORTIVO;A. D. XUNTANZA MONTE ALTO;SANTO TOMAS, 58, D.P. 2;15002;15;A CORUÑA;15030;CORUÑA, A;;02/04/1984;12;CHAVE;0;;
C-00220;CLUBE DEPORTIVO;A. D. XUNTANZA MONTE ALTO;SANTO TOMAS, 58, D.P. 2;15002;15;A CORUÑA;15030;CORUÑA, A;;02/04/1984;41;PETANCA;0;;
C-00735;CLUBE DEPORTIVO;A. D., A.P.A. ALBORADA;COLEGIO ALBORADA, 2ª FASE POLG. ELVIÑA;15008;15;A CORUÑA;15030;CORUÑA, A;;10/01/1986;2;ATLETISMO;0;;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;0;DEPORTE EN XERAL OU NO INDICADO;9;AIKIBUDO;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;4;BÁDMINTON;0;;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;5;BALONCESTO;0;;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;24;FÚTBOL;0;;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;25;FÚTBOL SALA;0;;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;29;JUDO E D.A.;177;AIKIDO;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;36;NATACION;0;;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;56;XIMNASIA;240;XIMANSIA RITMICA;
C-00028;CLUBE DEPORTIVO;A. D.-CULTURAL OBRADOIRO;RÚA OBRADOIRO 49;15190;15;A CORUÑA;15030;CORUÑA, A;981281888;27/10/1983;57;XOQUEI;0;;
C-05344;CLUBE DEPORTIVO;A. DE EXPORTADORES;MUELLE DA PALLOZA-EDIF.EXPORTADORES, S/N;15006;15;A CORUÑA;15030;CORUÑA, A;981294665;15/01/1997;25;FÚTBOL SALA;0;;
C-00067;CLUBE DEPORTIVO;A. DE FÚTBOL DE VETERANOS;PR. AGUSTIN DIAZ - COMPLEXO POLIDEPORTIVO ELVIÑA - LOCAL 24;15008;15;A CORUÑA;15030;CORUÑA, A;981132362;28/11/1983;24;FÚTBOL;0;;
C-00968;CLUBE DEPORTIVO;A. DE MONTAÑEROS INDEPENDIENTES;RÚA PADRE SARMIENTO 8, BAIXO ESQUERDA;15005;15;A CORUÑA;15030;CORUÑA, A;627219879;11/12/1986;33;MONTAÑISMO;0;;
C-01151;CLUBE DEPORTIVO;A. DEVETERANOS  PARACAIDISTAS DE GALICIA;MARQUES DE AMBOAGE, 3-1º;15006;15;A CORUÑA;15030;CORUÑA, A;981.235836;22/06/1987;17;DEPORTES AÉREOS;156;ALA DELTA;
C-01151;CLUBE DEPORTIVO;A. DEVETERANOS  PARACAIDISTAS DE GALICIA;MARQUES DE AMBOAGE, 3-1º;15006;15;A CORUÑA;15030;CORUÑA, A;981.235836;22/06/1987;17;DEPORTES AÉREOS;159;PARACAIDISMO;
C-01151;CLUBE DEPORTIVO;A. DEVETERANOS  PARACAIDISTAS DE GALICIA;MARQUES DE AMBOAGE, 3-1º;15006;15;A CORUÑA;15030;CORUÑA, A;981.235836;22/06/1987;17;DEPORTES AÉREOS;160;PARAPENTE;
C-04849;CLUBE DEPORTIVO;A. FUNCIONARIOS DE SEGURIDAD SOCIAL;PLAZA DE VIGO, 3-7;15005;15;A CORUÑA;15030;CORUÑA, A;981-244055;27/11/1995;5;BALONCESTO;0;;
C-04849;CLUBE DEPORTIVO;A. FUNCIONARIOS DE SEGURIDAD SOCIAL;PLAZA DE VIGO, 3-7;15005;15;A CORUÑA;15030;CORUÑA, A;981-244055;27/11/1995;24;FÚTBOL;0;;
C-04849;CLUBE DEPORTIVO;A. FUNCIONARIOS DE SEGURIDAD SOCIAL;PLAZA DE VIGO, 3-7;15005;15;A CORUÑA;15030;CORUÑA, A;981-244055;27/11/1995;25;FÚTBOL SALA;0;;
C-04849;CLUBE DEPORTIVO;A. FUNCIONARIOS DE SEGURIDAD SOCIAL;PLAZA DE VIGO, 3-7;15005;15;A CORUÑA;15030;CORUÑA, A;981-244055;27/11/1995;49;TENIS DE MESA;0;;
C-05242;CLUBE DEPORTIVO;A. GALEGA DE CLUBES DE ORIENTACIÓN;GENERAL SALCEDO MOLINUEVO 11. 1ºC;15009;15;A CORUÑA;15030;CORUÑA, A;139341;27/11/1996;33;MONTAÑISMO;0;;
C-05126;CLUBE DEPORTIVO;A. GALEGA DE DEPORTE PARA TODOS;RIO DE MONELOS, 2-1º D;15006;15;A CORUÑA;15030;CORUÑA, A;;05/09/1996;0;DEPORTE EN XERAL OU NO INDICADO;77;POLIDEPORTIVA;
C-05189;CLUBE DEPORTIVO;A. JUVENIL TERESA HERRERA;SAN AGUSTIN, 37;15001;15;A CORUÑA;15030;CORUÑA, A;;25/10/1996;25;FÚTBOL SALA;0;;
C-03671;CLUBE DEPORTIVO;A. NÁUTICO D. "NATUREZA";RONDA DE OUTEIRO, Nº320-9ºD;15011;15;A CORUÑA;15030;CORUÑA, A;981-269883;21/09/1992;53;VELA;0;;
C-05056;CLUBE DEPORTIVO;A.C. GESPIFONT;PEREZ LUGIN, 6;15011;15;A CORUÑA;15030;CORUÑA, A;259989;24/05/1996;25;FÚTBOL SALA;0;;
C-05253;CLUBE DEPORTIVO;A.C. VICTORIA;SALVADOR Y MERINO, 1-9º;15008;15;A CORUÑA;15030;CORUÑA, A;245328;27/11/1996;25;FÚTBOL SALA;0;;
C-10585;CLUBE DEPORTIVO;A.C.D. LOS CLAVELES;R/ CLAVELES BLOQUE 56 P.  BAJO C;15008;15;A CORUÑA;15030;CORUÑA, A;630172852;09/09/2010;25;FÚTBOL SALA;36;DARDOS;
C-10309;CLUBE DEPORTIVO;A.C.D. POLICIA LOCAL DE A CORUÑA;R/ TUI,21  (CUARTEL POLICIA LOCAL);15002;15;A CORUÑA;15030;CORUÑA, A;981184246;17/11/2009;2;ATLETISMO;0;;
C-10309;CLUBE DEPORTIVO;A.C.D. POLICIA LOCAL DE A CORUÑA;R/ TUI,21  (CUARTEL POLICIA LOCAL);15002;15;A CORUÑA;15030;CORUÑA, A;981184246;17/11/2009;5;BALONCESTO;0;;
C-10309;CLUBE DEPORTIVO;A.C.D. POLICIA LOCAL DE A CORUÑA;R/ TUI,21  (CUARTEL POLICIA LOCAL);15002;15;A CORUÑA;15030;CORUÑA, A;981184246;17/11/2009;13;CICLISMO;146;CICLISMO DE MONTAÑA;
C-10309;CLUBE DEPORTIVO;A.C.D. POLICIA LOCAL DE A CORUÑA;R/ TUI,21  (CUARTEL POLICIA LOCAL);15002;15;A CORUÑA;15030;CORUÑA, A;981184246;17/11/2009;25;FÚTBOL SALA;170;FUTBOL SIETE;
C-12356;CLUBE DEPORTIVO;A.C.D.CLUB CICLISTA MESOIRO;FRAGAS DO EUME, 30,5ºA;15190;15;A CORUÑA;15030;CORUÑA, A;651917812;18/08/2015;13;CICLISMO;146;CICLISMO DE MONTAÑA;
C-12356;CLUBE DEPORTIVO;A.C.D.CLUB CICLISTA MESOIRO;FRAGAS DO EUME, 30,5ºA;15190;15;A CORUÑA;15030;CORUÑA, A;651917812;18/08/2015;13;CICLISMO;153;CICLOTURISMO;
C-05487;CLUBE DEPORTIVO;A.D. AA.VV. ATOCHAS MONTE ALTO;WASHINGTON, 21-23;15002;15;A CORUÑA;15030;CORUÑA, A;210603;07/07/1997;0;DEPORTE EN XERAL OU NO INDICADO;77;POLIDEPORTIVA;
C-02141;CLUBE DEPORTIVO;A.R.D.CENTAUTO;C/ ARQUÍMIDES, Nº 5-BAIXO;15008;15;A CORUÑA;15030;CORUÑA, A;981259680;05/06/1989;25;FÚTBOL SALA;0;;
C-10267;CLUBE DEPORTIVO;A1 PADEL;GALILEO GALILEI, 28;15008;15;A CORUÑA;15030;CORUÑA, A;981100213;06/10/2009;59;PÁDEL;0;;
C-08818;CLUBE DEPORTIVO;ABEGONDO PADEL CLUB;VEREDA DEL POLVORIN, Nº 7;;15;A CORUÑA;15030;CORUÑA, A;981226110;22/02/2006;48;TENIS;71;PADLE-SQ;
C-13309;CLUBE DEPORTIVO;ACADEMIA DA ESPADA-CORUÑA;AVDA CONCORDIA 44, 1º D;15009;15;A CORUÑA;15030;CORUÑA, A;619273888;09/08/2018;21;ESGRIMA;0;;
C-10606;CLUBE DEPORTIVO;ACB-COMPETICIÓN;R/ LAMELAS, Nº 2;15008;15;A CORUÑA;15030;CORUÑA, A;981286473;22/09/2010;34;MOTOCICLISMO;0;;
C-00387;CLUBE DEPORTIVO;ADAXE HOCKEY CLUB;JUAN FLOREZ,36-2º C;15004;15;A CORUÑA;15030;CORUÑA, A;981256449;06/11/1984;57;XOQUEI;0;;
C-10592;CLUBE DEPORTIVO;ADOBRICA;R/ MAURICIO FARTO PARRA, Nº 9-11 2º C;15002;15;A CORUÑA;15030;CORUÑA, A;639290983;14/09/2010;25;FÚTBOL SALA;0;;
C-06133;CLUBE DEPORTIVO;AGRUP. DEPORT. DOMINGO SAVIO;PRAZA DE MARÍA AUXILIADORA S/N;15003;15;A CORUÑA;15030;CORUÑA, A;981203550;03/03/1999;24;FÚTBOL;0;;
C-06133;CLUBE DEPORTIVO;AGRUP. DEPORT. DOMINGO SAVIO;PRAZA DE MARÍA AUXILIADORA S/N;15003;15;A CORUÑA;15030;CORUÑA, A;981203550;03/03/1999;25;FÚTBOL SALA;0;;
C-12857;CLUBE DEPORTIVO;AGRUPACION DEPORTIVA CHUAC;AS XUBIAS, 84;15006;15;A CORUÑA;15030;CORUÑA, A;981178000;07/02/2017;24;FÚTBOL;168;BALONCESTO;
C-05747;CLUBE DEPORTIVO;AGRUPACION DEPORTIVA MIGUELITO;ALMIRANTE MOURELLE , Nº 41;15011;15;A CORUÑA;15030;CORUÑA, A;981261775;23/03/1998;29;JUDO E D.A.;0;;
C-06166;CLUBE DEPORTIVO;AGRUPACIÓN AS MARIÑAS;SANTA GENMA, 37, 2º. PUENTE DEL PASAJE;15170;15;A CORUÑA;15030;CORUÑA, A;981289133;20/04/1999;11;CAZA;0;;
