Nº DE INSCRICIÓN; TIPO ENTIDADE; NOME; ENDEREZO; CÓD. POSTAL; CÓDIGO DE PROVINCIA; PROVINCIA; CÓDIGO DE CONCELLO; CONCELLO; TELÉFONO; DATA DE ALTA; TIPO_MODALIDADE; MODALIDADE; TIPO_ESPECIALIDADE; ESPECIALIDADE
C-07608;CLUBE DEPORTIVO;CLUB DEPORTIVO DA POLICÍA LOCAL DE VIGO;PLAZA DO REI, S/N;36202;36;PONTEVEDRA;36057;VIGO;986810101;02/12/2002;10;BOXEO;0;;
C-14863;CLUBE DEPORTIVO;CLUB DEPORTIVO DEFENSA PERSONAL GALICIA;RÚA AS TEIXUGUEIRAS, Nº 29, P. 3, OFICINA 4;36212;36;PONTEVEDRA;36057;VIGO;;31/01/2024;10;BOXEO;0;;
C-14863;CLUBE DEPORTIVO;CLUB DEPORTIVO DEFENSA PERSONAL GALICIA;RÚA AS TEIXUGUEIRAS, Nº 29, P. 3, OFICINA 4;36212;36;PONTEVEDRA;36057;VIGO;;31/01/2024;29;JUDO E D.A.;178;JIU-JITSU;
C-14863;CLUBE DEPORTIVO;CLUB DEPORTIVO DEFENSA PERSONAL GALICIA;RÚA AS TEIXUGUEIRAS, Nº 29, P. 3, OFICINA 4;36212;36;PONTEVEDRA;36057;VIGO;;31/01/2024;32;LOITA;0;;
C-14318;CLUBE DEPORTIVO;CLUB DEPORTIVO DELIKIA;CAMIÑO AS CUNCHADAS, Nº 4;36313;36;PONTEVEDRA;36057;VIGO;902917555;09/12/2021;2;ATLETISMO;0;;
C-14318;CLUBE DEPORTIVO;CLUB DEPORTIVO DELIKIA;CAMIÑO AS CUNCHADAS, Nº 4;36313;36;PONTEVEDRA;36057;VIGO;902917555;09/12/2021;39;PENTATLON MOD. E TRIATLON;0;;
C-14318;CLUBE DEPORTIVO;CLUB DEPORTIVO DELIKIA;CAMIÑO AS CUNCHADAS, Nº 4;36313;36;PONTEVEDRA;36057;VIGO;902917555;09/12/2021;65;DEPORTE ADAPTADO;0;;
C-07016;CLUBE DEPORTIVO;CLUB DEPORTIVO E CULTURAL DE ESGRIMA CIDADE DE VIGO;GARCIA BARBON, 48 B Nº 6-4º T;36201;36;PONTEVEDRA;36057;VIGO;986113087;10/05/2001;21;ESGRIMA;0;;
C-13674;CLUBE DEPORTIVO;CLUB DEPORTIVO ELEMENTAL UNIÓN GALAICA;RÚA PI Y MARGALL, Nº 84;36202;36;PONTEVEDRA;36057;VIGO;619702786;28/05/2019;24;FÚTBOL;0;;
C-11080;CLUBE DEPORTIVO;CLUB DEPORTIVO FITNESS ZONE;LÓPEZ MORA, 64 - BAJO;36211;36;PONTEVEDRA;36057;VIGO;986425231;02/01/2012;56;XIMNASIA;106;FISIOCULT;
C-09990;CLUBE DEPORTIVO;CLUB DEPORTIVO MIRALBA;GRAN VIA 164;36211;36;PONTEVEDRA;36057;VIGO;986213047;02/01/2009;5;BALONCESTO;0;;
C-09990;CLUBE DEPORTIVO;CLUB DEPORTIVO MIRALBA;GRAN VIA 164;36211;36;PONTEVEDRA;36057;VIGO;986213047;02/01/2009;25;FÚTBOL SALA;0;;
C-09990;CLUBE DEPORTIVO;CLUB DEPORTIVO MIRALBA;GRAN VIA 164;36211;36;PONTEVEDRA;36057;VIGO;986213047;02/01/2009;47;TAEKWONDO;0;;
C-09990;CLUBE DEPORTIVO;CLUB DEPORTIVO MIRALBA;GRAN VIA 164;36211;36;PONTEVEDRA;36057;VIGO;986213047;02/01/2009;55;XADREZ;0;;
C-09990;CLUBE DEPORTIVO;CLUB DEPORTIVO MIRALBA;GRAN VIA 164;36211;36;PONTEVEDRA;36057;VIGO;986213047;02/01/2009;56;XIMNASIA;240;XIMANSIA RITMICA;
C-07006;CLUBE DEPORTIVO;CLUB DEPORTIVO MOSTEIRO / BEMBRIVE F.S.;TORREIRO S/N;36313;36;PONTEVEDRA;36057;VIGO;986-420348;02/05/2001;25;FÚTBOL SALA;0;;
C-13299;CLUBE DEPORTIVO;CLUB DEPORTIVO MOTOBOX;PADRE SEIXAS Nº 30 -13º E;36209;36;PONTEVEDRA;36057;VIGO;646363094;26/07/2018;34;MOTOCICLISMO;0;;
C-06896;CLUBE DEPORTIVO;CLUB DEPORTIVO NEVADA FÚTBOL SALA;C/ESTORNINO Nº 25 - 4º A;36205;36;PONTEVEDRA;36057;VIGO;986-276555;09/02/2001;25;FÚTBOL SALA;0;;
C-14959;CLUBE DEPORTIVO;CLUB DEPORTIVO NS ESPERANZA;RÚA CAMBESES, Nº 18;36214;36;PONTEVEDRA;36057;VIGO;669317608;18/06/2024;2;ATLETISMO;0;;
C-14959;CLUBE DEPORTIVO;CLUB DEPORTIVO NS ESPERANZA;RÚA CAMBESES, Nº 18;36214;36;PONTEVEDRA;36057;VIGO;669317608;18/06/2024;5;BALONCESTO;0;;
C-14959;CLUBE DEPORTIVO;CLUB DEPORTIVO NS ESPERANZA;RÚA CAMBESES, Nº 18;36214;36;PONTEVEDRA;36057;VIGO;669317608;18/06/2024;6;BALONMÁN;0;;
C-14959;CLUBE DEPORTIVO;CLUB DEPORTIVO NS ESPERANZA;RÚA CAMBESES, Nº 18;36214;36;PONTEVEDRA;36057;VIGO;669317608;18/06/2024;24;FÚTBOL;0;;
C-14959;CLUBE DEPORTIVO;CLUB DEPORTIVO NS ESPERANZA;RÚA CAMBESES, Nº 18;36214;36;PONTEVEDRA;36057;VIGO;669317608;18/06/2024;54;VOLEIBOL;0;;
C-14959;CLUBE DEPORTIVO;CLUB DEPORTIVO NS ESPERANZA;RÚA CAMBESES, Nº 18;36214;36;PONTEVEDRA;36057;VIGO;669317608;18/06/2024;59;PÁDEL;0;;
C-14910;CLUBE DEPORTIVO;CLUB DEPORTIVO O CASTAÑAL-ALCABRE;RÚA TEIXUGUEIRAS, Nº 16, P. 5, 9º C;36212;36;PONTEVEDRA;36057;VIGO;638132712;12/04/2024;37;PATINAXE;204;PATINAXE ARTISTICO;
C-07795;CLUBE DEPORTIVO;CLUB DEPORTIVO OS AMIGOS;AV. BALAIDOS Nº 52 - 2º B;36210;36;PONTEVEDRA;36057;VIGO;986243374;06/08/2003;25;FÚTBOL SALA;170;FUTBOL SIETE;
C-11027;CLUBE DEPORTIVO;CLUB DEPORTIVO PINTEGA;AVDA ALCALDE GREGORIO ESPINO, 43-1ºA;36205;36;PONTEVEDRA;36057;VIGO;651089989;16/11/2011;33;MONTAÑISMO;0;;
C-07146;CLUBE DEPORTIVO;CLUB DEPORTIVO QUINTELA;RONDA DON BOSCO, 17 BAJO;36202;36;PONTEVEDRA;36057;VIGO;986223006;12/09/2001;25;FÚTBOL SALA;0;;
C-13163;CLUBE DEPORTIVO;CLUB DEPORTIVO SAN JOSÉ DE CLUNY VIGO;RÚA CARBALLO Nº 46;36204;36;PONTEVEDRA;36057;VIGO;986493501;12/01/2018;5;BALONCESTO;0;;
C-13163;CLUBE DEPORTIVO;CLUB DEPORTIVO SAN JOSÉ DE CLUNY VIGO;RÚA CARBALLO Nº 46;36204;36;PONTEVEDRA;36057;VIGO;986493501;12/01/2018;24;FÚTBOL;0;;
C-13163;CLUBE DEPORTIVO;CLUB DEPORTIVO SAN JOSÉ DE CLUNY VIGO;RÚA CARBALLO Nº 46;36204;36;PONTEVEDRA;36057;VIGO;986493501;12/01/2018;25;FÚTBOL SALA;0;;
C-13163;CLUBE DEPORTIVO;CLUB DEPORTIVO SAN JOSÉ DE CLUNY VIGO;RÚA CARBALLO Nº 46;36204;36;PONTEVEDRA;36057;VIGO;986493501;12/01/2018;29;JUDO E D.A.;0;;
C-13643;CLUBE DEPORTIVO;CLUB DEPORTIVO SHUAN GONG VIGO;RÚA TOMÁS A. ALONSO, 21, BAIXO B;36208;36;PONTEVEDRA;36057;VIGO;;24/04/2019;31;KUNG-FÚ;176;DEFENSA PERSONAL;
C-13643;CLUBE DEPORTIVO;CLUB DEPORTIVO SHUAN GONG VIGO;RÚA TOMÁS A. ALONSO, 21, BAIXO B;36208;36;PONTEVEDRA;36057;VIGO;;24/04/2019;31;KUNG-FÚ;183;TAI CHI CHUAN;
C-08414;CLUBE DEPORTIVO;CLUB DEPORTIVO SPON ROUSE;RÚA SALAMANCA Nº 12 - INTERIOR;36211;36;PONTEVEDRA;36057;VIGO;986-138930;17/02/2005;10;BOXEO;0;;
C-08414;CLUBE DEPORTIVO;CLUB DEPORTIVO SPON ROUSE;RÚA SALAMANCA Nº 12 - INTERIOR;36211;36;PONTEVEDRA;36057;VIGO;986-138930;17/02/2005;47;TAEKWONDO;0;;
C-14061;CLUBE DEPORTIVO;CLUB DEPORTIVO STUDIO 19 DANZA;RÚA JOAQUÍN LÓRIGA Nº 24;36203;36;PONTEVEDRA;36057;VIGO;617018205;17/11/2020;60;BAILE DEPORTIVO E DE COMPETICIÓN;0;;
C-08229;CLUBE DEPORTIVO;CLUB DEPORTIVO VIGO FUTBOL SALA;PABELLON  MUNICIPAL AS TRAVESAS OF. 1;36210;36;PONTEVEDRA;36057;VIGO;986-203883;19/08/2004;25;FÚTBOL SALA;0;;
C-06645;CLUBE DEPORTIVO;CLUB DEPORTIVO-CIENTÍFICO ESTIGIA;LABORATORIO DE ANATOMÍA ANIMAL FACULTAD DE CIENCIAS UNIVERSIDAD DE VIGO;36200;36;PONTEVEDRA;36057;VIGO;986812592;22/06/2000;22;ESPELEOLOXÍA;0;;
C-04911;CLUBE DEPORTIVO;CLUB DO LUME;RÚA RAMÓN NIETO, 324, BAIXO;36205;36;PONTEVEDRA;36057;VIGO;647931713;;41;PETANCA;0;;
C-06581;CLUBE DEPORTIVO;CLUB FIT SPORT VIGO;AVDA. CASTELAO, 50 - BAJO;36209;36;PONTEVEDRA;36057;VIGO;986242628;04/04/2000;0;DEPORTE EN XERAL OU NO INDICADO;102;WU-SHU;
C-06581;CLUBE DEPORTIVO;CLUB FIT SPORT VIGO;AVDA. CASTELAO, 50 - BAJO;36209;36;PONTEVEDRA;36057;VIGO;986242628;04/04/2000;29;JUDO E D.A.;0;;
C-07169;CLUBE DEPORTIVO;CLUB FLEXGAL;RIVERA ATIENZA, 19, 1º;36214;36;PONTEVEDRA;36057;VIGO;986371852;25/09/2001;25;FÚTBOL SALA;0;;
C-11268;CLUBE DEPORTIVO;CLUB FORTUNA VIGO;RÚA SEVERINO COBAS Nº 215 C;36205;36;PONTEVEDRA;36057;VIGO;625661520;25/06/2012;24;FÚTBOL;0;;
C-06924;CLUBE DEPORTIVO;CLUB FUTBOL-SALA  A SALGUEIRA;ENCIÑO,6-1º IZDA.;36204;36;PONTEVEDRA;36057;VIGO;986470824;01/03/2001;25;FÚTBOL SALA;0;;
C-13078;CLUBE DEPORTIVO;CLUB FUTEVOLEI VIGO;CÍRCULO MERCANTIL CARRETERA DE LAS PLANTAS 131;36313;36;PONTEVEDRA;36057;VIGO;649395774;27/09/2017;24;FÚTBOL;0;;
C-14040;CLUBE DEPORTIVO;CLUB GALLEGO DE AUTOMOVILES ANTIGUOS;CAMIÑO COUTO, Nº 50;36331;36;PONTEVEDRA;36057;VIGO;619986111;13/10/2020;3;AUTOMOBILISMO;0;;
C-07139;CLUBE DEPORTIVO;CLUB GAMA;CAMILO VEIGA, 16-3º;36208;36;PONTEVEDRA;36057;VIGO;652846857;07/09/2001;25;FÚTBOL SALA;0;;
C-13127;CLUBE DEPORTIVO;CLUB GRAPPLING ARTE SUAVE;RÚA LÓPEZ MORA, Nº 60;36209;36;PONTEVEDRA;36057;VIGO;986179798;09/11/2017;32;LOITA;0;;
C-09141;CLUBE DEPORTIVO;CLUB HIPICO "OS CABALEIROS DO REI";CESAREO VAZQUEZ, 79;36390;36;PONTEVEDRA;36057;VIGO;986491535;01/12/2006;28;HÍPICA;0;;
C-12804;CLUBE DEPORTIVO;CLUB HÍPICO CELA;SEIXO-BEADE, 84;36213;36;PONTEVEDRA;36057;VIGO;;25/11/2016;28;HÍPICA;0;;
C-12638;CLUBE DEPORTIVO;CLUB HÍPICO DE VIGO 2016;RÚA ARAGÓN, 5 - 5º;36206;36;PONTEVEDRA;36057;VIGO;655288309;09/05/2016;28;HÍPICA;86;SALTOS;
C-12638;CLUBE DEPORTIVO;CLUB HÍPICO DE VIGO 2016;RÚA ARAGÓN, 5 - 5º;36206;36;PONTEVEDRA;36057;VIGO;655288309;09/05/2016;28;HÍPICA;171;DOMA;
C-12638;CLUBE DEPORTIVO;CLUB HÍPICO DE VIGO 2016;RÚA ARAGÓN, 5 - 5º;36206;36;PONTEVEDRA;36057;VIGO;655288309;09/05/2016;28;HÍPICA;174;EQUITACION;
C-12051;CLUBE DEPORTIVO;CLUB IFIT;ESTRADA DO VAO S/N;36330;36;PONTEVEDRA;36057;VIGO;648209595;18/09/2014;2;ATLETISMO;212;TRIATLON;
C-12051;CLUBE DEPORTIVO;CLUB IFIT;ESTRADA DO VAO S/N;36330;36;PONTEVEDRA;36057;VIGO;648209595;18/09/2014;13;CICLISMO;0;;
C-12051;CLUBE DEPORTIVO;CLUB IFIT;ESTRADA DO VAO S/N;36330;36;PONTEVEDRA;36057;VIGO;648209595;18/09/2014;36;NATACION;0;;
C-12966;CLUBE DEPORTIVO;CLUB ILLAS CÍES PATINAXE ARTÍSTICA;AVDA. DE BALAÍDOS, PORTAL 1, Nº 1;36210;36;PONTEVEDRA;36057;VIGO;655577429;14/06/2017;37;PATINAXE;204;PATINAXE ARTISTICO;
C-14251;CLUBE DEPORTIVO;CLUB INDALO PATINAJE ARTISTICO;AVDA. CASTELAO, BLOQUE J, Nº 50, 2º A;36209;36;PONTEVEDRA;36057;VIGO;639434619;10/09/2021;37;PATINAXE;204;PATINAXE ARTISTICO;
C-14143;CLUBE DEPORTIVO;CLUB INTERNACIONAL Y OCEANICO DE GALICIA;RÚA URZAIZ, Nº 182, ENTR.;36205;36;PONTEVEDRA;36057;VIGO;617388648;26/02/2021;53;VELA;0;;
C-09098;CLUBE DEPORTIVO;CLUB KAYAK VIGO;C/CASIANO MARTÍNEZ Nº 6;36208;36;PONTEVEDRA;36057;VIGO;886-123667;27/10/2006;42;PIRAGÜISMO;223;KAYAK POLO;
C-09690;CLUBE DEPORTIVO;CLUB KENDO VIGO-FUJI DOJO;AVDA. FLORIDA, Nº 17, PORTAL 1, 3º B;36210;36;PONTEVEDRA;36057;VIGO;986129204;14/03/2008;29;JUDO E D.A.;58;KENDO;
C-11901;CLUBE DEPORTIVO;CLUB KICK-BOXING VIGO;ARAGÓN , Nº 30. 2º E;36206;36;PONTEVEDRA;36057;VIGO;609462418;01/04/2014;10;BOXEO;59;KICKBOXING;
C-11901;CLUBE DEPORTIVO;CLUB KICK-BOXING VIGO;ARAGÓN , Nº 30. 2º E;36206;36;PONTEVEDRA;36057;VIGO;609462418;01/04/2014;10;BOXEO;180;FULL CONTAC;
C-11901;CLUBE DEPORTIVO;CLUB KICK-BOXING VIGO;ARAGÓN , Nº 30. 2º E;36206;36;PONTEVEDRA;36057;VIGO;609462418;01/04/2014;10;BOXEO;181;LIGHT-CONTACT;
C-07842;CLUBE DEPORTIVO;CLUB LABOR;AV. CAMELIAS Nº 53;36211;36;PONTEVEDRA;36057;VIGO;986-414529;19/09/2003;5;BALONCESTO;0;;
C-07842;CLUBE DEPORTIVO;CLUB LABOR;AV. CAMELIAS Nº 53;36211;36;PONTEVEDRA;36057;VIGO;986-414529;19/09/2003;25;FÚTBOL SALA;0;;
C-07842;CLUBE DEPORTIVO;CLUB LABOR;AV. CAMELIAS Nº 53;36211;36;PONTEVEDRA;36057;VIGO;986-414529;19/09/2003;37;PATINAXE;0;;
C-07842;CLUBE DEPORTIVO;CLUB LABOR;AV. CAMELIAS Nº 53;36211;36;PONTEVEDRA;36057;VIGO;986-414529;19/09/2003;56;XIMNASIA;0;;
C-09233;CLUBE DEPORTIVO;CLUB MAR DE PANXÓN;SUB. COTO GRANDE;36318;36;PONTEVEDRA;36057;VIGO;667628840;05/03/2007;1;ACTIVIDADES SUBACUÁTICAS;0;;
C-11438;CLUBE DEPORTIVO;CLUB MARÍTIMO DE VIGO;AVD. RICARDO MELLA, 147, NAVE 7  A;36330;36;PONTEVEDRA;36057;VIGO;986462082;04/12/2012;43;REMO;0;;
C-11438;CLUBE DEPORTIVO;CLUB MARÍTIMO DE VIGO;AVD. RICARDO MELLA, 147, NAVE 7  A;36330;36;PONTEVEDRA;36057;VIGO;986462082;04/12/2012;53;VELA;218;PESCA DEPORTIVA;
C-09779;CLUBE DEPORTIVO;CLUB MARÍTIMO RÍAS BAIXAS;AVD. ATLÁNTIDA, 32 B - 21 B;36208;36;PONTEVEDRA;36057;VIGO;676330440;05/06/2008;53;VELA;3;ACTIVIDADES NAUTICAS;
C-09779;CLUBE DEPORTIVO;CLUB MARÍTIMO RÍAS BAIXAS;AVD. ATLÁNTIDA, 32 B - 21 B;36208;36;PONTEVEDRA;36057;VIGO;676330440;05/06/2008;53;VELA;236;WINDSURF;
C-12054;CLUBE DEPORTIVO;CLUB MELGACHOS VELLOS RUBIERS;RÚA FERMÍN PENZOL, 14;36202;36;PONTEVEDRA;36057;VIGO;670516440;18/09/2014;44;RUGBI;0;;
C-07838;CLUBE DEPORTIVO;CLUB MENSAXEIRAS DO ATLÁNTICO;MACEIRIÑA Nº 31 - BAIXO;36215;36;PONTEVEDRA;36057;VIGO;986-253447;18/09/2003;14;COLOMBOFILIA;0;;
C-07120;CLUBE DEPORTIVO;CLUB NACHOS, C.F.S.;LEPANTO,2-5º-IZQ;36201;36;PONTEVEDRA;36057;VIGO;986-484337;03/09/2001;24;FÚTBOL;0;;
C-07120;CLUBE DEPORTIVO;CLUB NACHOS, C.F.S.;LEPANTO,2-5º-IZQ;36201;36;PONTEVEDRA;36057;VIGO;986-484337;03/09/2001;25;FÚTBOL SALA;0;;
C-14172;CLUBE DEPORTIVO;CLUB NATACION BATALLA DE RANDE;RÚA BARCELONA, Nº 86, 4º C;36211;36;PONTEVEDRA;36057;VIGO;675599500;22/04/2021;36;NATACION;0;;
C-05144;CLUBE DEPORTIVO;CLUB NATACIÓN TRAVIESAS;RÚA ILLAS BALEARES Nº 22;36203;36;PONTEVEDRA;36057;VIGO;645789222;05/09/1996;36;NATACION;0;;
C-08299;CLUBE DEPORTIVO;CLUB NATACIÓN VIGO;C/FAUSTINO ALVAREZ Nº 1 - 3º C;36203;36;PONTEVEDRA;36057;VIGO;650 454517;06/10/2004;36;NATACION;0;;
C-04998;CLUBE DEPORTIVO;CLUB NATACIÓN VIGO-RÍAS BAIXAS;C/COUTADAS, Nº 61 - BAIXO;36207;36;PONTEVEDRA;36057;VIGO;627208268;09/04/1996;36;NATACION;203;NATACION SINCRONIZADA;
C-04998;CLUBE DEPORTIVO;CLUB NATACIÓN VIGO-RÍAS BAIXAS;C/COUTADAS, Nº 61 - BAIXO;36207;36;PONTEVEDRA;36057;VIGO;627208268;09/04/1996;39;PENTATLON MOD. E TRIATLON;212;TRIATLON;
C-08722;CLUBE DEPORTIVO;CLUB NAUTICO PUNTA LAGOA;BAJADA A LAGOA S/N;36207;36;PONTEVEDRA;36057;VIGO;986-374305;17/11/2005;53;VELA;3;ACTIVIDADES NAUTICAS;
C-12591;CLUBE DEPORTIVO;CLUB NOSAS RUTIÑAS;AVD. DE CASTRELOS, 116 - 1º E;36210;36;PONTEVEDRA;36057;VIGO;629904301;14/03/2016;13;CICLISMO;0;;
C-12591;CLUBE DEPORTIVO;CLUB NOSAS RUTIÑAS;AVD. DE CASTRELOS, 116 - 1º E;36210;36;PONTEVEDRA;36057;VIGO;629904301;14/03/2016;33;MONTAÑISMO;0;;
C-12591;CLUBE DEPORTIVO;CLUB NOSAS RUTIÑAS;AVD. DE CASTRELOS, 116 - 1º E;36210;36;PONTEVEDRA;36057;VIGO;629904301;14/03/2016;42;PIRAGÜISMO;223;KAYAK POLO;
C-12591;CLUBE DEPORTIVO;CLUB NOSAS RUTIÑAS;AVD. DE CASTRELOS, 116 - 1º E;36210;36;PONTEVEDRA;36057;VIGO;629904301;14/03/2016;61;ORIENTACIÓN;0;;
C-07545;CLUBE DEPORTIVO;CLUB NUEVO SIGLO;SALAMANCA,12 INTERIOR;36211;36;PONTEVEDRA;36057;VIGO;986423323;02/10/2002;10;BOXEO;0;;
C-07545;CLUBE DEPORTIVO;CLUB NUEVO SIGLO;SALAMANCA,12 INTERIOR;36211;36;PONTEVEDRA;36057;VIGO;986423323;02/10/2002;30;KÁRATE E D.A.;180;FULL CONTAC;
C-07545;CLUBE DEPORTIVO;CLUB NUEVO SIGLO;SALAMANCA,12 INTERIOR;36211;36;PONTEVEDRA;36057;VIGO;986423323;02/10/2002;47;TAEKWONDO;0;;
C-07545;CLUBE DEPORTIVO;CLUB NUEVO SIGLO;SALAMANCA,12 INTERIOR;36211;36;PONTEVEDRA;36057;VIGO;986423323;02/10/2002;56;XIMNASIA;7;AEROBIC;
C-06591;CLUBE DEPORTIVO;CLUB NÁUTICO DE CHAPELA;AV. ATLÁNTIDA Nº 56 PORTAL 1º - 1º D - ALCABRE;36208;36;PONTEVEDRA;36057;VIGO;676123554;;53;VELA;0;;
C-06920;CLUBE DEPORTIVO;CLUB NÁUTICO DEPORTIVO ALBATROS;CACHARELA, Nº 62;36206;36;PONTEVEDRA;36057;VIGO;986454014;27/02/2001;40;PESCA E CASTING;218;PESCA DEPORTIVA;
C-06920;CLUBE DEPORTIVO;CLUB NÁUTICO DEPORTIVO ALBATROS;CACHARELA, Nº 62;36206;36;PONTEVEDRA;36057;VIGO;986454014;27/02/2001;40;PESCA E CASTING;220;PESCA MARITIMA;
C-06920;CLUBE DEPORTIVO;CLUB NÁUTICO DEPORTIVO ALBATROS;CACHARELA, Nº 62;36206;36;PONTEVEDRA;36057;VIGO;986454014;27/02/2001;53;VELA;0;;
C-08912;CLUBE DEPORTIVO;CLUB O CRUCEIRO DE SAN MIGUEL DE OIA;CESÁREO VÁZQUEZ Nº 79;36390;36;PONTEVEDRA;36057;VIGO;986-491535;29/05/2006;41;PETANCA;0;;
C-09444;CLUBE DEPORTIVO;CLUB ORLY 07 FS;RÚA LALÍN, 5 1ºD;36209;36;PONTEVEDRA;36057;VIGO;986205021;14/09/2007;25;FÚTBOL SALA;0;;
C-07196;CLUBE DEPORTIVO;CLUB OS DERRADEIROS;CALLE MANUEL DE CASTRO, 15-8º A;36210;36;PONTEVEDRA;36057;VIGO;986241307;01/10/2001;25;FÚTBOL SALA;0;;
C-11485;CLUBE DEPORTIVO;CLUB PADEL STOP;CAMIÑO DA DEVESA NÚM. 1;36214;36;PONTEVEDRA;36057;VIGO;655294652;16/01/2013;48;TENIS;0;;
C-11485;CLUBE DEPORTIVO;CLUB PADEL STOP;CAMIÑO DA DEVESA NÚM. 1;36214;36;PONTEVEDRA;36057;VIGO;655294652;16/01/2013;59;PÁDEL;0;;
C-05811;CLUBE DEPORTIVO;CLUB PARAPENTE VENTO;AVDA. LA FLORIDA , 32 - 2º PORTAL - 8º E;36210;36;PONTEVEDRA;36057;VIGO;986 208298;29/05/1998;17;DEPORTES AÉREOS;160;PARAPENTE;
C-10545;CLUBE DEPORTIVO;CLUB PARQUE ISLAS ATLÁNTICAS;RAMON NIETO, 295;36205;36;PONTEVEDRA;36057;VIGO;986276775;23/07/2010;1;ACTIVIDADES SUBACUÁTICAS;0;;
C-09157;CLUBE DEPORTIVO;CLUB PATIN VAGALUME;CL/ ARAGÓN, 202-4ºC;;36;PONTEVEDRA;36057;VIGO;639971833;13/12/2006;37;PATINAXE;204;PATINAXE ARTISTICO;
C-13038;CLUBE DEPORTIVO;CLUB PATINAJE BALAÍDOS;RÚA NÚÑEZ DE BALBOA, Nº 46, 2º ESQUERDA;36209;36;PONTEVEDRA;36057;VIGO;606270908;23/08/2017;37;PATINAXE;204;PATINAXE ARTISTICO;
C-13565;CLUBE DEPORTIVO;CLUB PATINAXE ARTISTICO CORUXO;CAMIÑO COUTO, 120;36330;36;PONTEVEDRA;36057;VIGO;608381853;04/02/2019;37;PATINAXE;0;;
C-15016;CLUBE DEPORTIVO;CLUB PATINAXE ARTÍSTICO ROYAL VIGO;RÚA NÚÑEZ DE BALBOA, Nº 46, 1º ESQ.;36209;36;PONTEVEDRA;36057;VIGO;697830605;05/09/2024;37;PATINAXE;204;PATINAXE ARTISTICO;
C-10271;CLUBE DEPORTIVO;CLUB PATÍN ÁGUIA DE VIGO;C/LORIENTE Nº 7-8º B;36210;36;PONTEVEDRA;36057;VIGO;635114070;09/10/2009;37;PATINAXE;0;;
C-07923;CLUBE DEPORTIVO;CLUB PETANCA ASOCIACION VECINOS DE SAMPAIO;CASAL DE ARRIBA Nº 6;36215;36;PONTEVEDRA;36057;VIGO;986-375051;28/10/2003;41;PETANCA;0;;
C-12829;CLUBE DEPORTIVO;CLUB PETANCA GALAICOS;CAMIÑO DO PIÑO MANSO, 8;36318;36;PONTEVEDRA;36057;VIGO;;26/12/2016;41;PETANCA;0;;
C-06870;CLUBE DEPORTIVO;CLUB PETANCA GALICIA;LUIS KSADO, 2 (ZOA DEPORTIVA);36209;36;PONTEVEDRA;36057;VIGO;616205072;12/01/2001;12;CHAVE;0;;
C-06870;CLUBE DEPORTIVO;CLUB PETANCA GALICIA;LUIS KSADO, 2 (ZOA DEPORTIVA);36209;36;PONTEVEDRA;36057;VIGO;616205072;12/01/2001;41;PETANCA;0;;
C-12447;CLUBE DEPORTIVO;CLUB PETANCA NAVIA;RÚA TEIXUGUEIRAS, 15 - PORTAL 4 - 1º H;36212;36;PONTEVEDRA;36057;VIGO;697678494;10/11/2015;41;PETANCA;0;;
C-11714;CLUBE DEPORTIVO;CLUB PETANCA OUTEIRO;CRTA. ZAMANES, 219 -(BAR LAURA);36310;36;PONTEVEDRA;36057;VIGO;986384002;03/10/2013;41;PETANCA;0;;
C-07255;CLUBE DEPORTIVO;CLUB PETANCA SALGUEIRA;LOURIDO, S/N;36204;36;PONTEVEDRA;36057;VIGO;663474389;08/11/2001;41;PETANCA;0;;
C-14922;CLUBE DEPORTIVO;CLUB PETANCA VICTORIA;RÚA MONDARIZ, S/N;36209;36;PONTEVEDRA;36057;VIGO;687476381;24/04/2024;0;DEPORTE EN XERAL OU NO INDICADO;103;XOGOS DE MESA;
C-14922;CLUBE DEPORTIVO;CLUB PETANCA VICTORIA;RÚA MONDARIZ, S/N;36209;36;PONTEVEDRA;36057;VIGO;687476381;24/04/2024;41;PETANCA;0;;
C-00289;CLUBE DEPORTIVO;CLUB POLIDEPORTIVO ALERTANAVIA;RÚA LAMELAS 5 OFC. 6 (NAVIA);36213;36;PONTEVEDRA;36057;VIGO;986245976;06/06/1984;24;FÚTBOL;0;;
C-06618;CLUBE DEPORTIVO;CLUB RAFA TAPIAS;CAMIÑO DO PIÑAL, Nº 34;36392;36;PONTEVEDRA;36057;VIGO;986337540;31/05/2000;28;HÍPICA;174;EQUITACION;
C-12114;CLUBE DEPORTIVO;CLUB REMEIROS DE VIGO;RÚA CAMPOSANCOS, 460;36390;36;PONTEVEDRA;36057;VIGO;699808028;17/11/2014;35;MOTONÁUTICA;0;;
C-12114;CLUBE DEPORTIVO;CLUB REMEIROS DE VIGO;RÚA CAMPOSANCOS, 460;36390;36;PONTEVEDRA;36057;VIGO;699808028;17/11/2014;42;PIRAGÜISMO;0;;
C-12114;CLUBE DEPORTIVO;CLUB REMEIROS DE VIGO;RÚA CAMPOSANCOS, 460;36390;36;PONTEVEDRA;36057;VIGO;699808028;17/11/2014;43;REMO;0;;
C-12114;CLUBE DEPORTIVO;CLUB REMEIROS DE VIGO;RÚA CAMPOSANCOS, 460;36390;36;PONTEVEDRA;36057;VIGO;699808028;17/11/2014;53;VELA;0;;
